DAILY_COUNT,date,maxtempC,mintempC,weatherCode,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,DAILY_COUNT_lag_1,DAILY_COUNT_lag_2,DAILY_COUNT_lag_3,DAILY_COUNT_lag_4,DAILY_COUNT_lag_5,DAILY_COUNT_lag_6,DAILY_COUNT_lag_7,DAILY_COUNT_lag_8,DAILY_COUNT_lag_9,DAILY_COUNT_lag_10,month,day,year,holiday_,holiday_中秋节,holiday_元旦,holiday_劳动节,holiday_国庆节,holiday_春节,holiday_清明节,holiday_端午节
5820,2021-07-16,24,21,356,0,0,0,0,1,0,0,5944.0,6404.0,5763.0,6238.0,6010.0,5753.0,5916.0,5922.0,6636.0,5983.0,7,16,2021,1,0,0,0,0,0,0,0
5456,2021-07-17,25,24,176,0,0,0,0,0,1,0,5820.0,5944.0,6404.0,5763.0,6238.0,6010.0,5753.0,5916.0,5922.0,6636.0,7,17,2021,1,0,0,0,0,0,0,0
5152,2021-07-18,25,24,176,0,0,0,0,0,0,1,5456.0,5820.0,5944.0,6404.0,5763.0,6238.0,6010.0,5753.0,5916.0,5922.0,7,18,2021,1,0,0,0,0,0,0,0
6402,2021-07-19,25,24,176,1,0,0,0,0,0,0,5152.0,5456.0,5820.0,5944.0,6404.0,5763.0,6238.0,6010.0,5753.0,5916.0,7,19,2021,1,0,0,0,0,0,0,0
6047,2021-07-20,25,25,305,0,1,0,0,0,0,0,6402.0,5152.0,5456.0,5820.0,5944.0,6404.0,5763.0,6238.0,6010.0,5753.0,7,20,2021,1,0,0,0,0,0,0,0
6318,2021-07-21,26,25,113,0,0,1,0,0,0,0,6047.0,6402.0,5152.0,5456.0,5820.0,5944.0,6404.0,5763.0,6238.0,6010.0,7,21,2021,1,0,0,0,0,0,0,0
5951,2021-07-22,26,25,113,0,0,0,1,0,0,0,6318.0,6047.0,6402.0,5152.0,5456.0,5820.0,5944.0,6404.0,5763.0,6238.0,7,22,2021,1,0,0,0,0,0,0,0
5625,2021-07-23,27,26,113,0,0,0,0,1,0,0,5951.0,6318.0,6047.0,6402.0,5152.0,5456.0,5820.0,5944.0,6404.0,5763.0,7,23,2021,1,0,0,0,0,0,0,0
5609,2021-07-24,28,24,113,0,0,0,0,0,1,0,5625.0,5951.0,6318.0,6047.0,6402.0,5152.0,5456.0,5820.0,5944.0,6404.0,7,24,2021,1,0,0,0,0,0,0,0
5913,2021-07-25,28,26,113,0,0,0,0,0,0,1,5609.0,5625.0,5951.0,6318.0,6047.0,6402.0,5152.0,5456.0,5820.0,5944.0,7,25,2021,1,0,0,0,0,0,0,0
6170,2021-07-26,28,25,356,1,0,0,0,0,0,0,5913.0,5609.0,5625.0,5951.0,6318.0,6047.0,6402.0,5152.0,5456.0,5820.0,7,26,2021,1,0,0,0,0,0,0,0
5747,2021-07-27,28,24,176,0,1,0,0,0,0,0,6170.0,5913.0,5609.0,5625.0,5951.0,6318.0,6047.0,6402.0,5152.0,5456.0,7,27,2021,1,0,0,0,0,0,0,0
6139,2021-07-28,28,25,176,0,0,1,0,0,0,0,5747.0,6170.0,5913.0,5609.0,5625.0,5951.0,6318.0,6047.0,6402.0,5152.0,7,28,2021,1,0,0,0,0,0,0,0
4120,2021-07-29,26,24,356,0,0,0,1,0,0,0,6139.0,5747.0,6170.0,5913.0,5609.0,5625.0,5951.0,6318.0,6047.0,6402.0,7,29,2021,1,0,0,0,0,0,0,0
5530,2021-07-30,26,23,122,0,0,0,0,1,0,0,4120.0,6139.0,5747.0,6170.0,5913.0,5609.0,5625.0,5951.0,6318.0,6047.0,7,30,2021,1,0,0,0,0,0,0,0
5351,2021-07-31,27,24,113,0,0,0,0,0,1,0,5530.0,4120.0,6139.0,5747.0,6170.0,5913.0,5609.0,5625.0,5951.0,6318.0,7,31,2021,1,0,0,0,0,0,0,0
5658,2021-08-01,28,26,305,0,0,0,0,0,0,1,5351.0,5530.0,4120.0,6139.0,5747.0,6170.0,5913.0,5609.0,5625.0,5951.0,8,1,2021,1,0,0,0,0,0,0,0
5842,2021-08-02,27,25,119,1,0,0,0,0,0,0,5658.0,5351.0,5530.0,4120.0,6139.0,5747.0,6170.0,5913.0,5609.0,5625.0,8,2,2021,1,0,0,0,0,0,0,0
5411,2021-08-03,27,25,116,0,1,0,0,0,0,0,5842.0,5658.0,5351.0,5530.0,4120.0,6139.0,5747.0,6170.0,5913.0,5609.0,8,3,2021,1,0,0,0,0,0,0,0
6819,2021-08-04,27,26,176,0,0,1,0,0,0,0,5411.0,5842.0,5658.0,5351.0,5530.0,4120.0,6139.0,5747.0,6170.0,5913.0,8,4,2021,1,0,0,0,0,0,0,0
5462,2021-08-05,27,26,116,0,0,0,1,0,0,0,6819.0,5411.0,5842.0,5658.0,5351.0,5530.0,4120.0,6139.0,5747.0,6170.0,8,5,2021,1,0,0,0,0,0,0,0
5053,2021-08-06,28,27,176,0,0,0,0,1,0,0,5462.0,6819.0,5411.0,5842.0,5658.0,5351.0,5530.0,4120.0,6139.0,5747.0,8,6,2021,1,0,0,0,0,0,0,0
4973,2021-08-07,28,24,176,0,0,0,0,0,1,0,5053.0,5462.0,6819.0,5411.0,5842.0,5658.0,5351.0,5530.0,4120.0,6139.0,8,7,2021,1,0,0,0,0,0,0,0
5446,2021-08-08,28,25,113,0,0,0,0,0,0,1,4973.0,5053.0,5462.0,6819.0,5411.0,5842.0,5658.0,5351.0,5530.0,4120.0,8,8,2021,1,0,0,0,0,0,0,0
5569,2021-08-09,27,24,119,1,0,0,0,0,0,0,5446.0,4973.0,5053.0,5462.0,6819.0,5411.0,5842.0,5658.0,5351.0,5530.0,8,9,2021,1,0,0,0,0,0,0,0
5377,2021-08-10,28,26,305,0,1,0,0,0,0,0,5569.0,5446.0,4973.0,5053.0,5462.0,6819.0,5411.0,5842.0,5658.0,5351.0,8,10,2021,1,0,0,0,0,0,0,0
5987,2021-08-11,28,27,299,0,0,1,0,0,0,0,5377.0,5569.0,5446.0,4973.0,5053.0,5462.0,6819.0,5411.0,5842.0,5658.0,8,11,2021,1,0,0,0,0,0,0,0
5470,2021-08-12,28,26,176,0,0,0,1,0,0,0,5987.0,5377.0,5569.0,5446.0,4973.0,5053.0,5462.0,6819.0,5411.0,5842.0,8,12,2021,1,0,0,0,0,0,0,0
5212,2021-08-13,29,24,119,0,0,0,0,1,0,0,5470.0,5987.0,5377.0,5569.0,5446.0,4973.0,5053.0,5462.0,6819.0,5411.0,8,13,2021,1,0,0,0,0,0,0,0
4962,2021-08-14,28,23,116,0,0,0,0,0,1,0,5212.0,5470.0,5987.0,5377.0,5569.0,5446.0,4973.0,5053.0,5462.0,6819.0,8,14,2021,1,0,0,0,0,0,0,0
5316,2021-08-15,26,23,176,0,0,0,0,0,0,1,4962.0,5212.0,5470.0,5987.0,5377.0,5569.0,5446.0,4973.0,5053.0,5462.0,8,15,2021,1,0,0,0,0,0,0,0
5748,2021-08-16,27,24,305,1,0,0,0,0,0,0,5316.0,4962.0,5212.0,5470.0,5987.0,5377.0,5569.0,5446.0,4973.0,5053.0,8,16,2021,1,0,0,0,0,0,0,0
5373,2021-08-17,27,23,356,0,1,0,0,0,0,0,5748.0,5316.0,4962.0,5212.0,5470.0,5987.0,5377.0,5569.0,5446.0,4973.0,8,17,2021,1,0,0,0,0,0,0,0
6134,2021-08-18,26,22,116,0,0,1,0,0,0,0,5373.0,5748.0,5316.0,4962.0,5212.0,5470.0,5987.0,5377.0,5569.0,5446.0,8,18,2021,1,0,0,0,0,0,0,0
5613,2021-08-19,26,24,176,0,0,0,1,0,0,0,6134.0,5373.0,5748.0,5316.0,4962.0,5212.0,5470.0,5987.0,5377.0,5569.0,8,19,2021,1,0,0,0,0,0,0,0
5153,2021-08-20,26,21,356,0,0,0,0,1,0,0,5613.0,6134.0,5373.0,5748.0,5316.0,4962.0,5212.0,5470.0,5987.0,5377.0,8,20,2021,1,0,0,0,0,0,0,0
5252,2021-08-21,28,21,119,0,0,0,0,0,1,0,5153.0,5613.0,6134.0,5373.0,5748.0,5316.0,4962.0,5212.0,5470.0,5987.0,8,21,2021,1,0,0,0,0,0,0,0
5397,2021-08-22,27,24,116,0,0,0,0,0,0,1,5252.0,5153.0,5613.0,6134.0,5373.0,5748.0,5316.0,4962.0,5212.0,5470.0,8,22,2021,1,0,0,0,0,0,0,0
5423,2021-08-23,26,22,356,1,0,0,0,0,0,0,5397.0,5252.0,5153.0,5613.0,6134.0,5373.0,5748.0,5316.0,4962.0,5212.0,8,23,2021,1,0,0,0,0,0,0,0
5800,2021-08-24,27,22,116,0,1,0,0,0,0,0,5423.0,5397.0,5252.0,5153.0,5613.0,6134.0,5373.0,5748.0,5316.0,4962.0,8,24,2021,1,0,0,0,0,0,0,0
6123,2021-08-25,28,26,119,0,0,1,0,0,0,0,5800.0,5423.0,5397.0,5252.0,5153.0,5613.0,6134.0,5373.0,5748.0,5316.0,8,25,2021,1,0,0,0,0,0,0,0
5881,2021-08-26,27,24,116,0,0,0,1,0,0,0,6123.0,5800.0,5423.0,5397.0,5252.0,5153.0,5613.0,6134.0,5373.0,5748.0,8,26,2021,1,0,0,0,0,0,0,0
5596,2021-08-27,24,18,299,0,0,0,0,1,0,0,5881.0,6123.0,5800.0,5423.0,5397.0,5252.0,5153.0,5613.0,6134.0,5373.0,8,27,2021,1,0,0,0,0,0,0,0
5403,2021-08-28,24,22,122,0,0,0,0,0,1,0,5596.0,5881.0,6123.0,5800.0,5423.0,5397.0,5252.0,5153.0,5613.0,6134.0,8,28,2021,1,0,0,0,0,0,0,0
5320,2021-08-29,24,18,176,0,0,0,0,0,0,1,5403.0,5596.0,5881.0,6123.0,5800.0,5423.0,5397.0,5252.0,5153.0,5613.0,8,29,2021,1,0,0,0,0,0,0,0
4958,2021-08-30,25,21,356,1,0,0,0,0,0,0,5320.0,5403.0,5596.0,5881.0,6123.0,5800.0,5423.0,5397.0,5252.0,5153.0,8,30,2021,1,0,0,0,0,0,0,0
4635,2021-08-31,26,23,356,0,1,0,0,0,0,0,4958.0,5320.0,5403.0,5596.0,5881.0,6123.0,5800.0,5423.0,5397.0,5252.0,8,31,2021,1,0,0,0,0,0,0,0
5344,2021-09-01,24,23,176,0,0,1,0,0,0,0,4635.0,4958.0,5320.0,5403.0,5596.0,5881.0,6123.0,5800.0,5423.0,5397.0,9,1,2021,1,0,0,0,0,0,0,0
5136,2021-09-02,25,23,116,0,0,0,1,0,0,0,5344.0,4635.0,4958.0,5320.0,5403.0,5596.0,5881.0,6123.0,5800.0,5423.0,9,2,2021,1,0,0,0,0,0,0,0
5002,2021-09-03,25,19,113,0,0,0,0,1,0,0,5136.0,5344.0,4635.0,4958.0,5320.0,5403.0,5596.0,5881.0,6123.0,5800.0,9,3,2021,1,0,0,0,0,0,0,0
5840,2021-09-04,25,20,299,0,0,0,0,0,1,0,5002.0,5136.0,5344.0,4635.0,4958.0,5320.0,5403.0,5596.0,5881.0,6123.0,9,4,2021,1,0,0,0,0,0,0,0
5418,2021-09-05,24,23,356,0,0,0,0,0,0,1,5840.0,5002.0,5136.0,5344.0,4635.0,4958.0,5320.0,5403.0,5596.0,5881.0,9,5,2021,1,0,0,0,0,0,0,0
5592,2021-09-06,25,19,122,1,0,0,0,0,0,0,5418.0,5840.0,5002.0,5136.0,5344.0,4635.0,4958.0,5320.0,5403.0,5596.0,9,6,2021,1,0,0,0,0,0,0,0
5396,2021-09-07,25,20,122,0,1,0,0,0,0,0,5592.0,5418.0,5840.0,5002.0,5136.0,5344.0,4635.0,4958.0,5320.0,5403.0,9,7,2021,1,0,0,0,0,0,0,0
5677,2021-09-08,27,20,113,0,0,1,0,0,0,0,5396.0,5592.0,5418.0,5840.0,5002.0,5136.0,5344.0,4635.0,4958.0,5320.0,9,8,2021,1,0,0,0,0,0,0,0
5443,2021-09-09,25,24,176,0,0,0,1,0,0,0,5677.0,5396.0,5592.0,5418.0,5840.0,5002.0,5136.0,5344.0,4635.0,4958.0,9,9,2021,1,0,0,0,0,0,0,0
5244,2021-09-10,27,24,116,0,0,0,0,1,0,0,5443.0,5677.0,5396.0,5592.0,5418.0,5840.0,5002.0,5136.0,5344.0,4635.0,9,10,2021,1,0,0,0,0,0,0,0
5849,2021-09-11,28,24,116,0,0,0,0,0,1,0,5244.0,5443.0,5677.0,5396.0,5592.0,5418.0,5840.0,5002.0,5136.0,5344.0,9,11,2021,1,0,0,0,0,0,0,0
6075,2021-09-12,27,24,113,0,0,0,0,0,0,1,5849.0,5244.0,5443.0,5677.0,5396.0,5592.0,5418.0,5840.0,5002.0,5136.0,9,12,2021,1,0,0,0,0,0,0,0
5819,2021-09-13,28,23,113,1,0,0,0,0,0,0,6075.0,5849.0,5244.0,5443.0,5677.0,5396.0,5592.0,5418.0,5840.0,5002.0,9,13,2021,1,0,0,0,0,0,0,0
5526,2021-09-14,26,23,122,0,1,0,0,0,0,0,5819.0,6075.0,5849.0,5244.0,5443.0,5677.0,5396.0,5592.0,5418.0,5840.0,9,14,2021,1,0,0,0,0,0,0,0
5972,2021-09-15,25,22,122,0,0,1,0,0,0,0,5526.0,5819.0,6075.0,5849.0,5244.0,5443.0,5677.0,5396.0,5592.0,5418.0,9,15,2021,1,0,0,0,0,0,0,0
5564,2021-09-16,28,22,119,0,0,0,1,0,0,0,5972.0,5526.0,5819.0,6075.0,5849.0,5244.0,5443.0,5677.0,5396.0,5592.0,9,16,2021,1,0,0,0,0,0,0,0
5344,2021-09-17,25,22,119,0,0,0,0,1,0,0,5564.0,5972.0,5526.0,5819.0,6075.0,5849.0,5244.0,5443.0,5677.0,5396.0,9,17,2021,1,0,0,0,0,0,0,0
4707,2021-09-18,24,21,116,0,0,0,0,0,1,0,5344.0,5564.0,5972.0,5526.0,5819.0,6075.0,5849.0,5244.0,5443.0,5677.0,9,18,2021,0,1,0,0,0,0,0,0
5653,2021-09-19,24,23,299,0,0,0,0,0,0,1,4707.0,5344.0,5564.0,5972.0,5526.0,5819.0,6075.0,5849.0,5244.0,5443.0,9,19,2021,0,1,0,0,0,0,0,0
5584,2021-09-20,24,20,356,1,0,0,0,0,0,0,5653.0,4707.0,5344.0,5564.0,5972.0,5526.0,5819.0,6075.0,5849.0,5244.0,9,20,2021,0,1,0,0,0,0,0,0
5065,2021-09-21,26,22,119,0,1,0,0,0,0,0,5584.0,5653.0,4707.0,5344.0,5564.0,5972.0,5526.0,5819.0,6075.0,5849.0,9,21,2021,0,1,0,0,0,0,0,0
6344,2021-09-22,28,21,113,0,0,1,0,0,0,0,5065.0,5584.0,5653.0,4707.0,5344.0,5564.0,5972.0,5526.0,5819.0,6075.0,9,22,2021,1,0,0,0,0,0,0,0
5816,2021-09-23,24,21,116,0,0,0,1,0,0,0,6344.0,5065.0,5584.0,5653.0,4707.0,5344.0,5564.0,5972.0,5526.0,5819.0,9,23,2021,1,0,0,0,0,0,0,0
5654,2021-09-24,25,23,116,0,0,0,0,1,0,0,5816.0,6344.0,5065.0,5584.0,5653.0,4707.0,5344.0,5564.0,5972.0,5526.0,9,24,2021,1,0,0,0,0,0,0,0
6195,2021-09-25,24,21,356,0,0,0,0,0,1,0,5654.0,5816.0,6344.0,5065.0,5584.0,5653.0,4707.0,5344.0,5564.0,5972.0,9,25,2021,1,0,0,0,0,0,0,0
4828,2021-09-26,23,22,356,0,0,0,0,0,0,1,6195.0,5654.0,5816.0,6344.0,5065.0,5584.0,5653.0,4707.0,5344.0,5564.0,9,26,2021,0,0,0,0,1,0,0,0
5641,2021-09-27,23,21,176,1,0,0,0,0,0,0,4828.0,6195.0,5654.0,5816.0,6344.0,5065.0,5584.0,5653.0,4707.0,5344.0,9,27,2021,1,0,0,0,0,0,0,0
5399,2021-09-28,24,21,176,0,1,0,0,0,0,0,5641.0,4828.0,6195.0,5654.0,5816.0,6344.0,5065.0,5584.0,5653.0,4707.0,9,28,2021,1,0,0,0,0,0,0,0
6203,2021-09-29,26,20,119,0,0,1,0,0,0,0,5399.0,5641.0,4828.0,6195.0,5654.0,5816.0,6344.0,5065.0,5584.0,5653.0,9,29,2021,1,0,0,0,0,0,0,0
5677,2021-09-30,26,21,116,0,0,0,1,0,0,0,6203.0,5399.0,5641.0,4828.0,6195.0,5654.0,5816.0,6344.0,5065.0,5584.0,9,30,2021,1,0,0,0,0,0,0,0
5899,2021-10-01,25,22,299,0,0,0,0,1,0,0,5677.0,6203.0,5399.0,5641.0,4828.0,6195.0,5654.0,5816.0,6344.0,5065.0,10,1,2021,0,0,0,0,1,0,0,0
5669,2021-10-02,27,22,113,0,0,0,0,0,1,0,5899.0,5677.0,6203.0,5399.0,5641.0,4828.0,6195.0,5654.0,5816.0,6344.0,10,2,2021,0,0,0,0,1,0,0,0
5645,2021-10-03,25,24,116,0,0,0,0,0,0,1,5669.0,5899.0,5677.0,6203.0,5399.0,5641.0,4828.0,6195.0,5654.0,5816.0,10,3,2021,0,0,0,0,1,0,0,0
5894,2021-10-04,25,22,305,1,0,0,0,0,0,0,5645.0,5669.0,5899.0,5677.0,6203.0,5399.0,5641.0,4828.0,6195.0,5654.0,10,4,2021,0,0,0,0,1,0,0,0
6126,2021-10-05,22,18,176,0,1,0,0,0,0,0,5894.0,5645.0,5669.0,5899.0,5677.0,6203.0,5399.0,5641.0,4828.0,6195.0,10,5,2021,0,0,0,0,1,0,0,0
6275,2021-10-06,21,18,122,0,0,1,0,0,0,0,6126.0,5894.0,5645.0,5669.0,5899.0,5677.0,6203.0,5399.0,5641.0,4828.0,10,6,2021,0,0,0,0,1,0,0,0
6373,2021-10-07,19,17,176,0,0,0,1,0,0,0,6275.0,6126.0,5894.0,5645.0,5669.0,5899.0,5677.0,6203.0,5399.0,5641.0,10,7,2021,0,0,0,0,1,0,0,0
5149,2021-10-08,21,17,356,0,0,0,0,1,0,0,6373.0,6275.0,6126.0,5894.0,5645.0,5669.0,5899.0,5677.0,6203.0,5399.0,10,8,2021,1,0,0,0,0,0,0,0
4523,2021-10-09,24,22,305,0,0,0,0,0,1,0,5149.0,6373.0,6275.0,6126.0,5894.0,5645.0,5669.0,5899.0,5677.0,6203.0,10,9,2021,0,0,0,0,1,0,0,0
5878,2021-10-10,23,16,299,0,0,0,0,0,0,1,4523.0,5149.0,6373.0,6275.0,6126.0,5894.0,5645.0,5669.0,5899.0,5677.0,10,10,2021,1,0,0,0,0,0,0,0
5653,2021-10-11,20,17,116,1,0,0,0,0,0,0,5878.0,4523.0,5149.0,6373.0,6275.0,6126.0,5894.0,5645.0,5669.0,5899.0,10,11,2021,1,0,0,0,0,0,0,0
5483,2021-10-12,21,16,176,0,1,0,0,0,0,0,5653.0,5878.0,4523.0,5149.0,6373.0,6275.0,6126.0,5894.0,5645.0,5669.0,10,12,2021,1,0,0,0,0,0,0,0
5939,2021-10-13,22,18,119,0,0,1,0,0,0,0,5483.0,5653.0,5878.0,4523.0,5149.0,6373.0,6275.0,6126.0,5894.0,5645.0,10,13,2021,1,0,0,0,0,0,0,0
5570,2021-10-14,21,18,122,0,0,0,1,0,0,0,5939.0,5483.0,5653.0,5878.0,4523.0,5149.0,6373.0,6275.0,6126.0,5894.0,10,14,2021,1,0,0,0,0,0,0,0
5364,2021-10-15,20,17,299,0,0,0,0,1,0,0,5570.0,5939.0,5483.0,5653.0,5878.0,4523.0,5149.0,6373.0,6275.0,6126.0,10,15,2021,1,0,0,0,0,0,0,0
5861,2021-10-16,17,10,119,0,0,0,0,0,1,0,5364.0,5570.0,5939.0,5483.0,5653.0,5878.0,4523.0,5149.0,6373.0,6275.0,10,16,2021,1,0,0,0,0,0,0,0
6071,2021-10-17,15,10,113,0,0,0,0,0,0,1,5861.0,5364.0,5570.0,5939.0,5483.0,5653.0,5878.0,4523.0,5149.0,6373.0,10,17,2021,1,0,0,0,0,0,0,0
6106,2021-10-18,17,13,116,1,0,0,0,0,0,0,6071.0,5861.0,5364.0,5570.0,5939.0,5483.0,5653.0,5878.0,4523.0,5149.0,10,18,2021,1,0,0,0,0,0,0,0
5741,2021-10-19,16,11,116,0,1,0,0,0,0,0,6106.0,6071.0,5861.0,5364.0,5570.0,5939.0,5483.0,5653.0,5878.0,4523.0,10,19,2021,1,0,0,0,0,0,0,0
6074,2021-10-20,14,11,122,0,0,1,0,0,0,0,5741.0,6106.0,6071.0,5861.0,5364.0,5570.0,5939.0,5483.0,5653.0,5878.0,10,20,2021,1,0,0,0,0,0,0,0
5632,2021-10-21,17,13,113,0,0,0,1,0,0,0,6074.0,5741.0,6106.0,6071.0,5861.0,5364.0,5570.0,5939.0,5483.0,5653.0,10,21,2021,1,0,0,0,0,0,0,0
5681,2021-10-22,17,12,116,0,0,0,0,1,0,0,5632.0,6074.0,5741.0,6106.0,6071.0,5861.0,5364.0,5570.0,5939.0,5483.0,10,22,2021,1,0,0,0,0,0,0,0
6244,2021-10-23,16,13,122,0,0,0,0,0,1,0,5681.0,5632.0,6074.0,5741.0,6106.0,6071.0,5861.0,5364.0,5570.0,5939.0,10,23,2021,1,0,0,0,0,0,0,0
6485,2021-10-24,17,13,119,0,0,0,0,0,0,1,6244.0,5681.0,5632.0,6074.0,5741.0,6106.0,6071.0,5861.0,5364.0,5570.0,10,24,2021,1,0,0,0,0,0,0,0
6149,2021-10-25,18,14,119,1,0,0,0,0,0,0,6485.0,6244.0,5681.0,5632.0,6074.0,5741.0,6106.0,6071.0,5861.0,5364.0,10,25,2021,1,0,0,0,0,0,0,0
6155,2021-10-26,19,16,116,0,1,0,0,0,0,0,6149.0,6485.0,6244.0,5681.0,5632.0,6074.0,5741.0,6106.0,6071.0,5861.0,10,26,2021,1,0,0,0,0,0,0,0
6318,2021-10-27,18,15,113,0,0,1,0,0,0,0,6155.0,6149.0,6485.0,6244.0,5681.0,5632.0,6074.0,5741.0,6106.0,6071.0,10,27,2021,1,0,0,0,0,0,0,0
5776,2021-10-28,18,15,122,0,0,0,1,0,0,0,6318.0,6155.0,6149.0,6485.0,6244.0,5681.0,5632.0,6074.0,5741.0,6106.0,10,28,2021,1,0,0,0,0,0,0,0
5718,2021-10-29,19,16,113,0,0,0,0,1,0,0,5776.0,6318.0,6155.0,6149.0,6485.0,6244.0,5681.0,5632.0,6074.0,5741.0,10,29,2021,1,0,0,0,0,0,0,0
6388,2021-10-30,20,16,113,0,0,0,0,0,1,0,5718.0,5776.0,6318.0,6155.0,6149.0,6485.0,6244.0,5681.0,5632.0,6074.0,10,30,2021,1,0,0,0,0,0,0,0
6283,2021-10-31,21,15,176,0,0,0,0,0,0,1,6388.0,5718.0,5776.0,6318.0,6155.0,6149.0,6485.0,6244.0,5681.0,5632.0,10,31,2021,1,0,0,0,0,0,0,0
6113,2021-11-01,16,12,113,1,0,0,0,0,0,0,6283.0,6388.0,5718.0,5776.0,6318.0,6155.0,6149.0,6485.0,6244.0,5681.0,11,1,2021,1,0,0,0,0,0,0,0
6197,2021-11-02,15,12,122,0,1,0,0,0,0,0,6113.0,6283.0,6388.0,5718.0,5776.0,6318.0,6155.0,6149.0,6485.0,6244.0,11,2,2021,1,0,0,0,0,0,0,0
6371,2021-11-03,18,15,119,0,0,1,0,0,0,0,6197.0,6113.0,6283.0,6388.0,5718.0,5776.0,6318.0,6155.0,6149.0,6485.0,11,3,2021,1,0,0,0,0,0,0,0
5859,2021-11-04,19,15,119,0,0,0,1,0,0,0,6371.0,6197.0,6113.0,6283.0,6388.0,5718.0,5776.0,6318.0,6155.0,6149.0,11,4,2021,1,0,0,0,0,0,0,0
5710,2021-11-05,18,15,176,0,0,0,0,1,0,0,5859.0,6371.0,6197.0,6113.0,6283.0,6388.0,5718.0,5776.0,6318.0,6155.0,11,5,2021,1,0,0,0,0,0,0,0
6395,2021-11-06,18,15,176,0,0,0,0,0,1,0,5710.0,5859.0,6371.0,6197.0,6113.0,6283.0,6388.0,5718.0,5776.0,6318.0,11,6,2021,1,0,0,0,0,0,0,0
6243,2021-11-07,18,5,356,0,0,0,0,0,0,1,6395.0,5710.0,5859.0,6371.0,6197.0,6113.0,6283.0,6388.0,5718.0,5776.0,11,7,2021,1,0,0,0,0,0,0,0
5561,2021-11-08,7,3,113,1,0,0,0,0,0,0,6243.0,6395.0,5710.0,5859.0,6371.0,6197.0,6113.0,6283.0,6388.0,5718.0,11,8,2021,1,0,0,0,0,0,0,0
5798,2021-11-09,11,5,113,0,1,0,0,0,0,0,5561.0,6243.0,6395.0,5710.0,5859.0,6371.0,6197.0,6113.0,6283.0,6388.0,11,9,2021,1,0,0,0,0,0,0,0
5981,2021-11-10,12,6,113,0,0,1,0,0,0,0,5798.0,5561.0,6243.0,6395.0,5710.0,5859.0,6371.0,6197.0,6113.0,6283.0,11,10,2021,1,0,0,0,0,0,0,0
5592,2021-11-11,13,9,113,0,0,0,1,0,0,0,5981.0,5798.0,5561.0,6243.0,6395.0,5710.0,5859.0,6371.0,6197.0,6113.0,11,11,2021,1,0,0,0,0,0,0,0
5600,2021-11-12,14,9,113,0,0,0,0,1,0,0,5592.0,5981.0,5798.0,5561.0,6243.0,6395.0,5710.0,5859.0,6371.0,6197.0,11,12,2021,1,0,0,0,0,0,0,0
6287,2021-11-13,17,10,113,0,0,0,0,0,1,0,5600.0,5592.0,5981.0,5798.0,5561.0,6243.0,6395.0,5710.0,5859.0,6371.0,11,13,2021,1,0,0,0,0,0,0,0
6419,2021-11-14,16,10,113,0,0,0,0,0,0,1,6287.0,5600.0,5592.0,5981.0,5798.0,5561.0,6243.0,6395.0,5710.0,5859.0,11,14,2021,1,0,0,0,0,0,0,0
6377,2021-11-15,15,12,116,1,0,0,0,0,0,0,6419.0,6287.0,5600.0,5592.0,5981.0,5798.0,5561.0,6243.0,6395.0,5710.0,11,15,2021,1,0,0,0,0,0,0,0
6072,2021-11-16,15,12,176,0,1,0,0,0,0,0,6377.0,6419.0,6287.0,5600.0,5592.0,5981.0,5798.0,5561.0,6243.0,6395.0,11,16,2021,1,0,0,0,0,0,0,0
6409,2021-11-17,16,12,122,0,0,1,0,0,0,0,6072.0,6377.0,6419.0,6287.0,5600.0,5592.0,5981.0,5798.0,5561.0,6243.0,11,17,2021,1,0,0,0,0,0,0,0
6108,2021-11-18,17,13,113,0,0,0,1,0,0,0,6409.0,6072.0,6377.0,6419.0,6287.0,5600.0,5592.0,5981.0,5798.0,5561.0,11,18,2021,1,0,0,0,0,0,0,0
5829,2021-11-19,16,13,116,0,0,0,0,1,0,0,6108.0,6409.0,6072.0,6377.0,6419.0,6287.0,5600.0,5592.0,5981.0,5798.0,11,19,2021,1,0,0,0,0,0,0,0
6516,2021-11-20,15,14,176,0,0,0,0,0,1,0,5829.0,6108.0,6409.0,6072.0,6377.0,6419.0,6287.0,5600.0,5592.0,5981.0,11,20,2021,1,0,0,0,0,0,0,0
6683,2021-11-21,15,7,176,0,0,0,0,0,0,1,6516.0,5829.0,6108.0,6409.0,6072.0,6377.0,6419.0,6287.0,5600.0,5592.0,11,21,2021,1,0,0,0,0,0,0,0
6016,2021-11-22,7,4,113,1,0,0,0,0,0,0,6683.0,6516.0,5829.0,6108.0,6409.0,6072.0,6377.0,6419.0,6287.0,5600.0,11,22,2021,1,0,0,0,0,0,0,0
6384,2021-11-23,10,3,113,0,1,0,0,0,0,0,6016.0,6683.0,6516.0,5829.0,6108.0,6409.0,6072.0,6377.0,6419.0,6287.0,11,23,2021,1,0,0,0,0,0,0,0
6469,2021-11-24,13,7,113,0,0,1,0,0,0,0,6384.0,6016.0,6683.0,6516.0,5829.0,6108.0,6409.0,6072.0,6377.0,6419.0,11,24,2021,1,0,0,0,0,0,0,0
5947,2021-11-25,14,8,113,0,0,0,1,0,0,0,6469.0,6384.0,6016.0,6683.0,6516.0,5829.0,6108.0,6409.0,6072.0,6377.0,11,25,2021,1,0,0,0,0,0,0,0
